RoadAccidents055_x264: [('RoadAccidents', 0.43554), ('Normal_Videos_', 0.3565933), ('Burglary', 0.3013699), ('Arrest', 0.26540253), ('Vandalism', 0.260983), ('Assault', 0.22866982), ('Arson', 0.22718191), ('Robbery', 0.20958203), ('Explosion', 0.20549235), ('Shooting', 0.19854407), ('Shoplifting', 0.19177486), ('Fighting', 0.16508517), ('Stealing', 0.16344367), ('Abuse', 0.14400446)]
RoadAccidents102_x264: [('RoadAccidents', 0.4606508), ('Shoplifting', 0.2517594), ('Normal_Videos_', 0.25050062), ('Burglary', 0.22936912), ('Stealing', 0.22694567), ('Vandalism', 0.2136099), ('Shooting', 0.20302963), ('Arson', 0.19991097), ('Arrest', 0.17690943), ('Robbery', 0.16766384), ('Explosion', 0.15673311), ('Abuse', 0.11597645), ('Assault', 0.109512284), ('Fighting', 0.09539535)]
RoadAccidents068_x264: [('RoadAccidents', 0.28435826), ('Explosion', 0.2663139), ('Normal_Videos_', 0.2625059), ('Arrest', 0.23347889), ('Arson', 0.20584667), ('Burglary', 0.19024494), ('Vandalism', 0.18777132), ('Assault', 0.17830795), ('Shooting', 0.16881673), ('Shoplifting', 0.15858486), ('Robbery', 0.15827116), ('Fighting', 0.15063696), ('Abuse', 0.14720367), ('Stealing', 0.14318225)]
RoadAccidents077_x264: [('RoadAccidents', 0.49960274), ('Normal_Videos_', 0.3599469), ('Arrest', 0.29597953), ('Arson', 0.2909032), ('Shooting', 0.28733373), ('Burglary', 0.28719038), ('Shoplifting', 0.26446), ('Vandalism', 0.25596), ('Robbery', 0.2542033), ('Explosion', 0.24991864), ('Stealing', 0.241534), ('Fighting', 0.22032481), ('Assault', 0.2100726), ('Abuse', 0.19118017)]
RoadAccidents021_x264: [('RoadAccidents', 0.21781342), ('Shoplifting', 0.14676097), ('Arrest', 0.13465685), ('Explosion', 0.13432994), ('Burglary', 0.12950276), ('Fighting', 0.12892157), ('Robbery', 0.12637484), ('Vandalism', 0.12592027), ('Shooting', 0.12479234), ('Stealing', 0.12278195), ('Assault', 0.118115865), ('Normal_Videos_', 0.103144005), ('Arson', 0.09915495), ('Abuse', 0.06915525)]
RoadAccidents110_x264: [('RoadAccidents', 0.28104538), ('Normal_Videos_', 0.22986728), ('Explosion', 0.1944041), ('Shooting', 0.1745093), ('Fighting', 0.17157039), ('Vandalism', 0.15274116), ('Arson', 0.1372232), ('Arrest', 0.12575707), ('Assault', 0.11675613), ('Robbery', 0.10663332), ('Stealing', 0.105634965), ('Shoplifting', 0.10403872), ('Burglary', 0.09753282), ('Abuse', 0.07841613)]
RoadAccidents058_x264: [('RoadAccidents', 0.4758423), ('Normal_Videos_', 0.19715896), ('Shooting', 0.17335048), ('Arson', 0.15460959), ('Shoplifting', 0.13422507), ('Arrest', 0.13416815), ('Explosion', 0.13308713), ('Stealing', 0.13231319), ('Fighting', 0.11390267), ('Burglary', 0.11174947), ('Robbery', 0.109706156), ('Assault', 0.09112099), ('Vandalism', 0.08703385), ('Abuse', 0.072265476)]
RoadAccidents091_x264: [('RoadAccidents', 0.36326635), ('Normal_Videos_', 0.20625788), ('Shoplifting', 0.18914688), ('Burglary', 0.18109894), ('Stealing', 0.16308415), ('Shooting', 0.16215515), ('Vandalism', 0.16138566), ('Arrest', 0.14391445), ('Robbery', 0.14284018), ('Fighting', 0.13885944), ('Arson', 0.13498126), ('Assault', 0.12339775), ('Explosion', 0.11301159), ('Abuse', 0.10986067)]
RoadAccidents008_x264: [('RoadAccidents', 0.32265848), ('Shoplifting', 0.2027731), ('Burglary', 0.19986816), ('Arson', 0.19395524), ('Normal_Videos_', 0.19256783), ('Stealing', 0.1821725), ('Arrest', 0.18182036), ('Shooting', 0.1630353), ('Explosion', 0.15217538), ('Robbery', 0.14891753), ('Vandalism', 0.13108082), ('Fighting', 0.10762423), ('Assault', 0.049733534), ('Abuse', 0.03436218)]
RoadAccidents031_x264: [('RoadAccidents', 0.44367683), ('Normal_Videos_', 0.25723112), ('Explosion', 0.19442485), ('Arson', 0.19346398), ('Shooting', 0.17226018), ('Vandalism', 0.16944282), ('Shoplifting', 0.14131887), ('Stealing', 0.14005873), ('Assault', 0.13670297), ('Fighting', 0.13376792), ('Arrest', 0.12580551), ('Robbery', 0.1248837), ('Abuse', 0.121831894), ('Burglary', 0.11439743)]
RoadAccidents086_x264: [('RoadAccidents', 0.42366195), ('Normal_Videos_', 0.38619345), ('Arrest', 0.23574373), ('Burglary', 0.19626564), ('Shoplifting', 0.18193467), ('Assault', 0.18166772), ('Arson', 0.17408824), ('Explosion', 0.16755846), ('Robbery', 0.16612048), ('Vandalism', 0.16469939), ('Shooting', 0.16283306), ('Fighting', 0.1446634), ('Stealing', 0.13538906), ('Abuse', 0.1250054)]
RoadAccidents029_x264: [('RoadAccidents', 0.410316), ('Arson', 0.24576956), ('Explosion', 0.20272642), ('Arrest', 0.19790468), ('Shooting', 0.16782911), ('Normal_Videos_', 0.14585537), ('Fighting', 0.14046109), ('Assault', 0.1332953), ('Burglary', 0.1276555), ('Robbery', 0.12218678), ('Shoplifting', 0.120976), ('Vandalism', 0.11662615), ('Stealing', 0.107920155), ('Abuse', 0.052934337)]
RoadAccidents032_x264: [('RoadAccidents', 0.47626773), ('Vandalism', 0.2856727), ('Normal_Videos_', 0.27767673), ('Arson', 0.26799357), ('Explosion', 0.25724423), ('Burglary', 0.23588562), ('Shoplifting', 0.23549691), ('Shooting', 0.23270974), ('Arrest', 0.23143019), ('Fighting', 0.22807838), ('Assault', 0.21812946), ('Abuse', 0.19412217), ('Stealing', 0.19115432), ('Robbery', 0.1786403)]
RoadAccidents025_x264: [('Normal_Videos_', 0.38591555), ('Burglary', 0.31474066), ('RoadAccidents', 0.2883011), ('Shoplifting', 0.25428522), ('Arson', 0.2531948), ('Arrest', 0.25237882), ('Robbery', 0.22964835), ('Vandalism', 0.22484145), ('Stealing', 0.22431637), ('Shooting', 0.20924273), ('Explosion', 0.20241573), ('Assault', 0.19083057), ('Abuse', 0.18983018), ('Fighting', 0.16211826)]
RoadAccidents043_x264: [('RoadAccidents', 0.41149533), ('Normal_Videos_', 0.27761704), ('Shooting', 0.21218392), ('Stealing', 0.17538148), ('Arson', 0.17336863), ('Burglary', 0.17157747), ('Arrest', 0.171327), ('Robbery', 0.15654492), ('Explosion', 0.14980814), ('Vandalism', 0.14962098), ('Shoplifting', 0.12305856), ('Fighting', 0.11976604), ('Assault', 0.10206335), ('Abuse', 0.09029616)]
RoadAccidents113_x264: [('RoadAccidents', 0.46604624), ('Normal_Videos_', 0.32798052), ('Arrest', 0.29185188), ('Shoplifting', 0.2411026), ('Burglary', 0.23946486), ('Vandalism', 0.23316649), ('Stealing', 0.22461304), ('Arson', 0.22449982), ('Explosion', 0.20799084), ('Robbery', 0.195555), ('Assault', 0.19200438), ('Fighting', 0.18429823), ('Shooting', 0.1710718), ('Abuse', 0.16897188)]
RoadAccidents053_x264: [('RoadAccidents', 0.40263924), ('Normal_Videos_', 0.37205374), ('Vandalism', 0.23459235), ('Burglary', 0.22168928), ('Arson', 0.22099191), ('Stealing', 0.2056262), ('Shooting', 0.20503403), ('Shoplifting', 0.19420394), ('Arrest', 0.1923525), ('Explosion', 0.18769535), ('Robbery', 0.1868997), ('Abuse', 0.1574519), ('Assault', 0.15145443), ('Fighting', 0.14902064)]
RoadAccidents017_x264: [('RoadAccidents', 0.4895624), ('Normal_Videos_', 0.22664641), ('Shoplifting', 0.20539394), ('Fighting', 0.20431578), ('Arson', 0.19610594), ('Explosion', 0.19393292), ('Arrest', 0.18854864), ('Shooting', 0.18220563), ('Vandalism', 0.17646676), ('Burglary', 0.17440744), ('Assault', 0.16422445), ('Robbery', 0.15872607), ('Stealing', 0.14165443), ('Abuse', 0.14013213)]
RoadAccidents065_x264: [('RoadAccidents', 0.308202), ('Vandalism', 0.13703866), ('Normal_Videos_', 0.13154717), ('Abuse', 0.10565944), ('Assault', 0.100733496), ('Shoplifting', 0.0916843), ('Burglary', 0.08969687), ('Stealing', 0.08930873), ('Shooting', 0.08843204), ('Robbery', 0.08748981), ('Arson', 0.08191943), ('Explosion', 0.078253746), ('Fighting', 0.056334287), ('Arrest', 0.032925464)]
RoadAccidents033_x264: [('RoadAccidents', 0.49709627), ('Stealing', 0.2794688), ('Shooting', 0.27315956), ('Arrest', 0.27183083), ('Shoplifting', 0.2624491), ('Burglary', 0.25466245), ('Normal_Videos_', 0.24467295), ('Arson', 0.24332453), ('Vandalism', 0.24190918), ('Robbery', 0.23242013), ('Explosion', 0.21928602), ('Fighting', 0.20518361), ('Assault', 0.19659339), ('Abuse', 0.17102218)]
RoadAccidents143_x264: [('RoadAccidents', 0.35204384), ('Normal_Videos_', 0.1983301), ('Shoplifting', 0.1634675), ('Burglary', 0.14390942), ('Arrest', 0.14333725), ('Shooting', 0.1408957), ('Stealing', 0.13078228), ('Arson', 0.12966329), ('Vandalism', 0.11111799), ('Robbery', 0.110260226), ('Fighting', 0.09025264), ('Explosion', 0.087637946), ('Assault', 0.08045845), ('Abuse', 0.04595106)]
RoadAccidents114_x264: [('RoadAccidents', 0.3654406), ('Normal_Videos_', 0.22938767), ('Arson', 0.18492436), ('Shoplifting', 0.16073844), ('Shooting', 0.16002238), ('Explosion', 0.15736556), ('Stealing', 0.15693462), ('Burglary', 0.15630502), ('Vandalism', 0.15499657), ('Arrest', 0.13270576), ('Fighting', 0.11671376), ('Robbery', 0.11267555), ('Assault', 0.07380008), ('Abuse', 0.0706235)]
RoadAccidents027_x264: [('RoadAccidents', 0.4060497), ('Shooting', 0.16884649), ('Stealing', 0.16370684), ('Explosion', 0.15669203), ('Shoplifting', 0.14090976), ('Arrest', 0.13753714), ('Arson', 0.13296281), ('Robbery', 0.12998684), ('Burglary', 0.12580058), ('Assault', 0.122743085), ('Vandalism', 0.11827265), ('Normal_Videos_', 0.11417268), ('Abuse', 0.109280884), ('Fighting', 0.07692423)]
RoadAccidents149_x264: [('RoadAccidents', 0.54213595), ('Shoplifting', 0.28868854), ('Burglary', 0.25169852), ('Vandalism', 0.2515496), ('Arrest', 0.247689), ('Arson', 0.23091733), ('Robbery', 0.22320321), ('Fighting', 0.21701041), ('Shooting', 0.20366406), ('Explosion', 0.20026244), ('Abuse', 0.19326052), ('Assault', 0.18337865), ('Stealing', 0.18197857), ('Normal_Videos_', 0.17911789)]
RoadAccidents131_x264: [('RoadAccidents', 0.42809066), ('Normal_Videos_', 0.32705456), ('Arrest', 0.2320154), ('Shoplifting', 0.19671458), ('Burglary', 0.1839614), ('Arson', 0.1548273), ('Stealing', 0.14762548), ('Assault', 0.14694142), ('Vandalism', 0.14525896), ('Shooting', 0.12798728), ('Robbery', 0.1278069), ('Explosion', 0.12128411), ('Fighting', 0.10618465), ('Abuse', 0.09260544)]
RoadAccidents096_x264: [('RoadAccidents', 0.5102227), ('Normal_Videos_', 0.30694872), ('Shooting', 0.2738856), ('Explosion', 0.23448233), ('Shoplifting', 0.23442006), ('Arson', 0.2340205), ('Burglary', 0.22898538), ('Vandalism', 0.21713574), ('Stealing', 0.21200937), ('Arrest', 0.20278667), ('Robbery', 0.19239604), ('Fighting', 0.18302423), ('Assault', 0.1650816), ('Abuse', 0.1451118)]
RoadAccidents119_x264: [('RoadAccidents', 0.38952723), ('Normal_Videos_', 0.32132554), ('Arson', 0.30895782), ('Explosion', 0.27787006), ('Arrest', 0.27441907), ('Shoplifting', 0.2600543), ('Burglary', 0.25407737), ('Stealing', 0.25115466), ('Robbery', 0.24364385), ('Shooting', 0.23662019), ('Vandalism', 0.23622453), ('Abuse', 0.18949501), ('Fighting', 0.17556374), ('Assault', 0.14520635)]
RoadAccidents135_x264: [('RoadAccidents', 0.32413122), ('Normal_Videos_', 0.28496644), ('Explosion', 0.2425907), ('Arson', 0.23821722), ('Shooting', 0.22063133), ('Vandalism', 0.193356), ('Stealing', 0.19139276), ('Shoplifting', 0.17396806), ('Fighting', 0.17319024), ('Burglary', 0.16736852), ('Arrest', 0.16198677), ('Abuse', 0.12075936), ('Assault', 0.12053366), ('Robbery', 0.11976783)]
RoadAccidents075_x264: [('RoadAccidents', 0.28563148), ('Normal_Videos_', 0.19758245), ('Stealing', 0.13518015), ('Shoplifting', 0.12652), ('Robbery', 0.120193705), ('Arrest', 0.10632365), ('Burglary', 0.103836164), ('Vandalism', 0.09681022), ('Assault', 0.08988485), ('Abuse', 0.07696468), ('Shooting', 0.073381886), ('Arson', 0.059448864), ('Explosion', 0.049262047), ('Fighting', 0.04339299)]
RoadAccidents042_x264: [('Normal_Videos_', 0.38049358), ('RoadAccidents', 0.24967758), ('Arson', 0.19194669), ('Explosion', 0.1872752), ('Vandalism', 0.17084141), ('Burglary', 0.15935183), ('Shooting', 0.1399174), ('Robbery', 0.13575515), ('Arrest', 0.13008061), ('Stealing', 0.12980992), ('Assault', 0.12164673), ('Fighting', 0.116095036), ('Abuse', 0.11456889), ('Shoplifting', 0.08288621)]
RoadAccidents094_x264: [('RoadAccidents', 0.56600803), ('Vandalism', 0.22773495), ('Normal_Videos_', 0.22637829), ('Explosion', 0.2256551), ('Burglary', 0.20850286), ('Assault', 0.20523974), ('Arson', 0.20171304), ('Arrest', 0.19791421), ('Shooting', 0.19602394), ('Shoplifting', 0.17851414), ('Fighting', 0.17162132), ('Robbery', 0.16838726), ('Stealing', 0.15538043), ('Abuse', 0.14289342)]
RoadAccidents048_x264: [('RoadAccidents', 0.52127063), ('Normal_Videos_', 0.3063327), ('Explosion', 0.27993274), ('Shooting', 0.2537947), ('Arson', 0.23545519), ('Vandalism', 0.21680216), ('Fighting', 0.21628037), ('Assault', 0.20150825), ('Arrest', 0.19439434), ('Shoplifting', 0.18918748), ('Burglary', 0.17898309), ('Stealing', 0.17889446), ('Robbery', 0.1701825), ('Abuse', 0.15394086)]
RoadAccidents007_x264: [('RoadAccidents', 0.47153282), ('Normal_Videos_', 0.29558945), ('Burglary', 0.22637436), ('Vandalism', 0.20892131), ('Arson', 0.20419735), ('Stealing', 0.20399867), ('Shooting', 0.2031276), ('Robbery', 0.19534624), ('Shoplifting', 0.19120015), ('Arrest', 0.1802282), ('Fighting', 0.1598134), ('Explosion', 0.15686806), ('Assault', 0.13835682), ('Abuse', 0.12466336)]
RoadAccidents071_x264: [('RoadAccidents', 0.31646606), ('Normal_Videos_', 0.28041476), ('Shooting', 0.21093643), ('Stealing', 0.20676984), ('Shoplifting', 0.20507011), ('Burglary', 0.19853207), ('Arrest', 0.18140957), ('Arson', 0.15971157), ('Robbery', 0.15957145), ('Vandalism', 0.15182018), ('Explosion', 0.14847307), ('Fighting', 0.12310584), ('Assault', 0.11472053), ('Abuse', 0.0730046)]
RoadAccidents144_x264: [('RoadAccidents', 0.35591772), ('Normal_Videos_', 0.25911742), ('Explosion', 0.1988246), ('Arrest', 0.18948123), ('Fighting', 0.18685563), ('Shooting', 0.17462647), ('Arson', 0.17030127), ('Shoplifting', 0.15460789), ('Assault', 0.15302178), ('Stealing', 0.14329165), ('Vandalism', 0.12226627), ('Burglary', 0.11101216), ('Robbery', 0.098309815), ('Abuse', 0.072781086)]
RoadAccidents046_x264: [('RoadAccidents', 0.38739738), ('Normal_Videos_', 0.24281318), ('Burglary', 0.24017325), ('Stealing', 0.23414785), ('Shoplifting', 0.23314759), ('Vandalism', 0.22587046), ('Arrest', 0.20459382), ('Robbery', 0.19506717), ('Arson', 0.19394171), ('Explosion', 0.16154864), ('Shooting', 0.1611356), ('Abuse', 0.11521523), ('Fighting', 0.10999349), ('Assault', 0.09393531)]
RoadAccidents070_x264: [('RoadAccidents', 0.4690597), ('Normal_Videos_', 0.33585453), ('Shooting', 0.24375787), ('Burglary', 0.24245588), ('Vandalism', 0.2295466), ('Shoplifting', 0.22856933), ('Stealing', 0.22268169), ('Arson', 0.22244464), ('Robbery', 0.21937174), ('Assault', 0.21917102), ('Arrest', 0.1878418), ('Abuse', 0.17850137), ('Fighting', 0.15175039), ('Explosion', 0.1266177)]
RoadAccidents087_x264: [('RoadAccidents', 0.37060475), ('Burglary', 0.3626699), ('Shoplifting', 0.35742253), ('Arson', 0.33257037), ('Normal_Videos_', 0.30440545), ('Explosion', 0.28723177), ('Robbery', 0.27555394), ('Vandalism', 0.25427333), ('Shooting', 0.23394224), ('Stealing', 0.20222715), ('Arrest', 0.20161425), ('Assault', 0.19044374), ('Abuse', 0.16109121), ('Fighting', 0.14879069)]
RoadAccidents061_x264: [('RoadAccidents', 0.30549723), ('Normal_Videos_', 0.15972643), ('Burglary', 0.108129784), ('Shoplifting', 0.0827218), ('Vandalism', 0.082313575), ('Arson', 0.07770631), ('Arrest', 0.07714069), ('Assault', 0.06016207), ('Stealing', 0.059452754), ('Explosion', 0.056346454), ('Shooting', 0.049886845), ('Robbery', 0.04309787), ('Fighting', 0.04105366), ('Abuse', -0.0041491445)]
RoadAccidents005_x264: [('RoadAccidents', 0.38618788), ('Normal_Videos_', 0.290984), ('Shooting', 0.18515395), ('Arson', 0.1503149), ('Explosion', 0.13697177), ('Arrest', 0.13183424), ('Vandalism', 0.13028428), ('Burglary', 0.12237448), ('Stealing', 0.12182118), ('Robbery', 0.1135989), ('Fighting', 0.1077555), ('Assault', 0.10109411), ('Abuse', 0.077587515), ('Shoplifting', 0.075136006)]
RoadAccidents098_x264: [('RoadAccidents', 0.35863066), ('Explosion', 0.2660249), ('Arson', 0.23973726), ('Normal_Videos_', 0.23678781), ('Shoplifting', 0.21168485), ('Burglary', 0.2022501), ('Arrest', 0.19695377), ('Stealing', 0.19417778), ('Vandalism', 0.19196327), ('Abuse', 0.16636929), ('Shooting', 0.16223335), ('Fighting', 0.14844626), ('Assault', 0.14012459), ('Robbery', 0.13869843)]
RoadAccidents118_x264: [('RoadAccidents', 0.46343112), ('Explosion', 0.3074352), ('Arson', 0.29694784), ('Normal_Videos_', 0.29565668), ('Arrest', 0.26141346), ('Shooting', 0.24811453), ('Burglary', 0.24811041), ('Assault', 0.2233349), ('Vandalism', 0.22200231), ('Shoplifting', 0.19212334), ('Robbery', 0.17943697), ('Fighting', 0.17781278), ('Abuse', 0.16020474), ('Stealing', 0.1480948)]
RoadAccidents002_x264: [('RoadAccidents', 0.400702), ('Shoplifting', 0.18915592), ('Normal_Videos_', 0.16150492), ('Shooting', 0.15506358), ('Explosion', 0.15311837), ('Arson', 0.14962459), ('Stealing', 0.14714657), ('Vandalism', 0.14320195), ('Arrest', 0.140818), ('Burglary', 0.13677827), ('Fighting', 0.1360587), ('Robbery', 0.13505358), ('Assault', 0.109081134), ('Abuse', 0.095682986)]
