Normal_Videos_892_x264: [('RoadAccidents', 0.40462455), ('Normal_Videos_', 0.34940612), ('Burglary', 0.28708565), ('Vandalism', 0.26138154), ('Robbery', 0.25104186), ('Arson', 0.24503651), ('Stealing', 0.23947719), ('Shooting', 0.23756456), ('Arrest', 0.2317612), ('Shoplifting', 0.22292244), ('Explosion', 0.22289418), ('Abuse', 0.17036346), ('Assault', 0.16982551), ('Fighting', 0.15574339)]
Normal_Videos_439_x264: [('Shoplifting', 0.42142594), ('RoadAccidents', 0.3632406), ('Robbery', 0.35221672), ('Burglary', 0.3402349), ('Normal_Videos_', 0.3158263), ('Stealing', 0.25789335), ('Shooting', 0.25372386), ('Vandalism', 0.24832897), ('Arson', 0.24563429), ('Abuse', 0.19219428), ('Arrest', 0.1820116), ('Explosion', 0.17642057), ('Assault', 0.17268944), ('Fighting', 0.122323595)]
Normal_Videos_722_x264: [('Normal_Videos_', 0.18739133), ('RoadAccidents', 0.16708289), ('Shooting', 0.15357396), ('Vandalism', 0.1411207), ('Explosion', 0.13731547), ('Shoplifting', 0.12836705), ('Arson', 0.119833566), ('Burglary', 0.10413143), ('Fighting', 0.099334486), ('Stealing', 0.0843248), ('Arrest', 0.08026667), ('Abuse', 0.05150246), ('Assault', 0.042362504), ('Robbery', 0.014308466)]
Normal_Videos_758_x264: [('Shoplifting', 0.3639434), ('Shooting', 0.2001069), ('Burglary', 0.19836032), ('Stealing', 0.19675723), ('Normal_Videos_', 0.18928102), ('RoadAccidents', 0.18480349), ('Robbery', 0.17708969), ('Vandalism', 0.17679214), ('Explosion', 0.17104706), ('Arson', 0.16103426), ('Fighting', 0.15364586), ('Arrest', 0.13974988), ('Abuse', 0.12924892), ('Assault', 0.114892244)]
Normal_Videos_345_x264: [('Normal_Videos_', 0.23336393), ('RoadAccidents', 0.18206424), ('Explosion', 0.16336712), ('Vandalism', 0.15785092), ('Shooting', 0.14609784), ('Arson', 0.1378381), ('Burglary', 0.13037068), ('Stealing', 0.11984929), ('Shoplifting', 0.11782813), ('Arrest', 0.11472616), ('Robbery', 0.11326413), ('Assault', 0.11090353), ('Abuse', 0.110006556), ('Fighting', 0.049054332)]
Normal_Videos_248_x264: [('RoadAccidents', 0.3501766), ('Arson', 0.25045627), ('Burglary', 0.23440039), ('Normal_Videos_', 0.2299946), ('Explosion', 0.21731672), ('Shooting', 0.21348542), ('Stealing', 0.21012786), ('Shoplifting', 0.21006972), ('Vandalism', 0.20836698), ('Arrest', 0.18258497), ('Robbery', 0.16593722), ('Fighting', 0.12889962), ('Assault', 0.08495508), ('Abuse', 0.06994773)]
Normal_Videos_905_x264: [('RoadAccidents', 0.44777983), ('Normal_Videos_', 0.36257073), ('Burglary', 0.2241813), ('Shooting', 0.21309435), ('Shoplifting', 0.20891292), ('Stealing', 0.1854116), ('Arrest', 0.18169706), ('Explosion', 0.18013614), ('Arson', 0.17739707), ('Vandalism', 0.16492158), ('Fighting', 0.16261391), ('Robbery', 0.16246216), ('Assault', 0.16042306), ('Abuse', 0.13961199)]
Normal_Videos_798_x264: [('RoadAccidents', 0.3427174), ('Shooting', 0.19608267), ('Arson', 0.18890664), ('Normal_Videos_', 0.1714039), ('Stealing', 0.16511908), ('Vandalism', 0.1636338), ('Shoplifting', 0.1636064), ('Explosion', 0.16324943), ('Burglary', 0.16242412), ('Fighting', 0.11979701), ('Robbery', 0.09616583), ('Assault', 0.087521195), ('Abuse', 0.08163512), ('Arrest', 0.06815692)]
Normal_Videos_831_x264: [('RoadAccidents', 0.32667223), ('Burglary', 0.2990966), ('Vandalism', 0.27958375), ('Normal_Videos_', 0.25742015), ('Stealing', 0.22841132), ('Arson', 0.22414647), ('Shoplifting', 0.2184238), ('Arrest', 0.20876034), ('Robbery', 0.1966733), ('Shooting', 0.17688996), ('Explosion', 0.17324561), ('Assault', 0.14651358), ('Abuse', 0.118947275), ('Fighting', 0.108165696)]
Normal_Videos_150_x264: [('Normal_Videos_', 0.24030061), ('RoadAccidents', 0.2281685), ('Burglary', 0.15652604), ('Shoplifting', 0.14978495), ('Explosion', 0.1356582), ('Arson', 0.12548278), ('Shooting', 0.119698346), ('Vandalism', 0.10085708), ('Arrest', 0.10055708), ('Robbery', 0.100177854), ('Fighting', 0.09532152), ('Assault', 0.07517501), ('Abuse', 0.07467849), ('Stealing', 0.0686099)]
Normal_Videos_606_x264: [('RoadAccidents', 0.3885651), ('Normal_Videos_', 0.21396208), ('Shoplifting', 0.17970821), ('Burglary', 0.17881453), ('Stealing', 0.16076148), ('Arson', 0.15992762), ('Vandalism', 0.14830758), ('Shooting', 0.14513943), ('Arrest', 0.14298058), ('Robbery', 0.13464944), ('Explosion', 0.113094755), ('Fighting', 0.10829289), ('Assault', 0.094138056), ('Abuse', 0.06802209)]
Normal_Videos_603_x264: [('RoadAccidents', 0.26501566), ('Explosion', 0.24994057), ('Arson', 0.24762583), ('Normal_Videos_', 0.23735277), ('Shooting', 0.1823225), ('Burglary', 0.17526485), ('Arrest', 0.17431045), ('Shoplifting', 0.17418718), ('Robbery', 0.17238563), ('Stealing', 0.15417792), ('Vandalism', 0.15060195), ('Fighting', 0.09121089), ('Assault', 0.063451126), ('Abuse', 0.05829219)]
Normal_Videos_877_x264: [('RoadAccidents', 0.35333338), ('Arson', 0.20910564), ('Shooting', 0.20802157), ('Explosion', 0.19843084), ('Normal_Videos_', 0.19831015), ('Burglary', 0.19506949), ('Shoplifting', 0.19426554), ('Vandalism', 0.1870636), ('Stealing', 0.18305703), ('Arrest', 0.16976078), ('Robbery', 0.14448681), ('Abuse', 0.1329432), ('Fighting', 0.12206144), ('Assault', 0.090054154)]
Normal_Videos_312_x264: [('Shoplifting', 0.28773054), ('Normal_Videos_', 0.22440426), ('Burglary', 0.1426532), ('Stealing', 0.13930047), ('Shooting', 0.12915424), ('RoadAccidents', 0.116958626), ('Robbery', 0.11135313), ('Fighting', 0.11089081), ('Vandalism', 0.10809076), ('Explosion', 0.10413325), ('Arson', 0.07235535), ('Abuse', 0.059000358), ('Assault', 0.0507126), ('Arrest', 0.049297377)]
Normal_Videos_401_x264: [('Normal_Videos_', 0.37447667), ('Shoplifting', 0.3421115), ('Burglary', 0.23045485), ('Robbery', 0.18655032), ('Vandalism', 0.18251508), ('RoadAccidents', 0.18182158), ('Stealing', 0.17512104), ('Abuse', 0.15203586), ('Shooting', 0.14660323), ('Assault', 0.13065547), ('Arson', 0.11689374), ('Arrest', 0.102159664), ('Fighting', 0.09523975), ('Explosion', 0.08022895)]
Normal_Videos_929_x264: [('Normal_Videos_', 0.23151502), ('Burglary', 0.1782473), ('Vandalism', 0.16166571), ('Explosion', 0.15311207), ('RoadAccidents', 0.13940212), ('Stealing', 0.13196123), ('Shoplifting', 0.121518545), ('Abuse', 0.11203824), ('Shooting', 0.11197323), ('Arrest', 0.107124776), ('Fighting', 0.10500511), ('Arson', 0.097250156), ('Assault', 0.08253515), ('Robbery', 0.050297715)]
Normal_Videos_360_x264: [('Shoplifting', 0.23111893), ('RoadAccidents', 0.17423421), ('Burglary', 0.13989365), ('Normal_Videos_', 0.12916178), ('Robbery', 0.11602046), ('Shooting', 0.11182332), ('Stealing', 0.09598367), ('Vandalism', 0.09277624), ('Arson', 0.08433575), ('Explosion', 0.07008225), ('Fighting', 0.054771572), ('Arrest', 0.053519428), ('Assault', 0.034971796), ('Abuse', -0.009197293)]
Normal_Videos_247_x264: [('Shoplifting', 0.1895598), ('RoadAccidents', 0.18287131), ('Burglary', 0.12518664), ('Normal_Videos_', 0.10710757), ('Shooting', 0.09698908), ('Vandalism', 0.08391257), ('Robbery', 0.07816446), ('Stealing', 0.07409993), ('Arrest', 0.046121415), ('Explosion', 0.04284177), ('Fighting', 0.039643824), ('Assault', 0.03731124), ('Abuse', 0.024568165), ('Arson', 0.0136870425)]
Normal_Videos_289_x264: [('Normal_Videos_', 0.20429894), ('Vandalism', 0.17382021), ('Explosion', 0.165885), ('Shoplifting', 0.1648736), ('RoadAccidents', 0.16167575), ('Shooting', 0.15822718), ('Stealing', 0.14874831), ('Arrest', 0.13790098), ('Fighting', 0.13409674), ('Burglary', 0.12695372), ('Arson', 0.11484075), ('Assault', 0.09284823), ('Abuse', 0.0914269), ('Robbery', 0.06954646)]
Normal_Videos_881_x264: [('Shoplifting', 0.2536739), ('Normal_Videos_', 0.19824794), ('Burglary', 0.18575844), ('Robbery', 0.17803733), ('Vandalism', 0.1684942), ('RoadAccidents', 0.15944454), ('Shooting', 0.15880974), ('Stealing', 0.15294634), ('Assault', 0.105229095), ('Explosion', 0.09804748), ('Arrest', 0.09584482), ('Arson', 0.092815526), ('Fighting', 0.06892717), ('Abuse', 0.062949285)]
Normal_Videos_015_x264: [('Normal_Videos_', 0.34994203), ('Shoplifting', 0.24972987), ('Burglary', 0.20331857), ('Robbery', 0.19444208), ('RoadAccidents', 0.15541518), ('Shooting', 0.14850701), ('Vandalism', 0.13981548), ('Stealing', 0.13614799), ('Arrest', 0.1199791), ('Arson', 0.10593213), ('Assault', 0.104837656), ('Abuse', 0.086050846), ('Explosion', 0.08393954), ('Fighting', 0.039280817)]
Normal_Videos_478_x264: [('Normal_Videos_', 0.3741455), ('RoadAccidents', 0.31153673), ('Explosion', 0.24731892), ('Shooting', 0.21953714), ('Arson', 0.2163265), ('Arrest', 0.20086707), ('Stealing', 0.17943397), ('Vandalism', 0.17753893), ('Robbery', 0.17503801), ('Fighting', 0.1708022), ('Burglary', 0.16360126), ('Shoplifting', 0.1478242), ('Assault', 0.13679951), ('Abuse', 0.13053852)]
Normal_Videos_129_x264: [('RoadAccidents', 0.29803014), ('Shoplifting', 0.23594676), ('Arrest', 0.21728955), ('Stealing', 0.21501926), ('Shooting', 0.18943825), ('Normal_Videos_', 0.18851402), ('Burglary', 0.17295744), ('Robbery', 0.16609809), ('Fighting', 0.16541108), ('Arson', 0.16167364), ('Assault', 0.15967289), ('Explosion', 0.15798464), ('Vandalism', 0.15721367), ('Abuse', 0.11240628)]
Normal_Videos_453_x264: [('RoadAccidents', 0.32374263), ('Normal_Videos_', 0.30087218), ('Burglary', 0.26164725), ('Shoplifting', 0.25587034), ('Vandalism', 0.24974175), ('Arrest', 0.24681304), ('Explosion', 0.24121651), ('Shooting', 0.22399615), ('Arson', 0.22145954), ('Robbery', 0.19593814), ('Stealing', 0.19459108), ('Assault', 0.18948379), ('Abuse', 0.1791574), ('Fighting', 0.14624503)]
Normal_Videos_417_x264: [('RoadAccidents', 0.24217993), ('Shoplifting', 0.22922538), ('Normal_Videos_', 0.20063373), ('Arson', 0.19398367), ('Explosion', 0.19388792), ('Burglary', 0.19177602), ('Vandalism', 0.16084746), ('Stealing', 0.15876368), ('Shooting', 0.15768123), ('Robbery', 0.1566666), ('Arrest', 0.12190738), ('Fighting', 0.10656862), ('Assault', 0.09048753), ('Abuse', 0.081133604)]
Normal_Videos_597_x264: [('Normal_Videos_', 0.3783609), ('Burglary', 0.3488961), ('Shoplifting', 0.29284164), ('RoadAccidents', 0.28186464), ('Arrest', 0.27610546), ('Robbery', 0.2679661), ('Stealing', 0.24186437), ('Vandalism', 0.23459254), ('Shooting', 0.23294345), ('Arson', 0.23236996), ('Assault', 0.20444071), ('Abuse', 0.19260329), ('Explosion', 0.18730626), ('Fighting', 0.14292204)]
Normal_Videos_781_x264: [('RoadAccidents', 0.3583765), ('Shoplifting', 0.19921473), ('Arson', 0.18772557), ('Burglary', 0.17775144), ('Arrest', 0.1759489), ('Normal_Videos_', 0.17025787), ('Vandalism', 0.16097239), ('Explosion', 0.15668288), ('Shooting', 0.15641579), ('Stealing', 0.15351123), ('Robbery', 0.14434683), ('Fighting', 0.1353269), ('Assault', 0.129093), ('Abuse', 0.1194485)]
Normal_Videos_352_x264: [('RoadAccidents', 0.29303554), ('Explosion', 0.25342074), ('Normal_Videos_', 0.23232263), ('Arson', 0.2146303), ('Shooting', 0.17834197), ('Shoplifting', 0.17807579), ('Burglary', 0.16882935), ('Stealing', 0.15894227), ('Robbery', 0.13720632), ('Arrest', 0.13230078), ('Vandalism', 0.12004356), ('Fighting', 0.105648816), ('Abuse', 0.08348597), ('Assault', 0.05573143)]
Normal_Videos_913_x264: [('RoadAccidents', 0.46707726), ('Burglary', 0.30841684), ('Arson', 0.2876544), ('Vandalism', 0.25651658), ('Shoplifting', 0.25631547), ('Normal_Videos_', 0.25286314), ('Robbery', 0.23823085), ('Stealing', 0.23567633), ('Shooting', 0.22590199), ('Arrest', 0.22471984), ('Explosion', 0.2157271), ('Assault', 0.15035449), ('Abuse', 0.14934543), ('Fighting', 0.14619587)]
Normal_Videos_251_x264: [('RoadAccidents', 0.306653), ('Normal_Videos_', 0.21288183), ('Burglary', 0.2004838), ('Stealing', 0.17632584), ('Shoplifting', 0.16870461), ('Arson', 0.15441239), ('Shooting', 0.1491501), ('Robbery', 0.14748147), ('Arrest', 0.14638634), ('Vandalism', 0.13138445), ('Explosion', 0.102696165), ('Fighting', 0.07243599), ('Assault', 0.05261963), ('Abuse', 0.031783506)]
Normal_Videos_576_x264: [('RoadAccidents', 0.4327757), ('Shoplifting', 0.20882738), ('Vandalism', 0.19973096), ('Robbery', 0.19340125), ('Arson', 0.19213676), ('Burglary', 0.18321173), ('Shooting', 0.1801753), ('Explosion', 0.16806296), ('Stealing', 0.16291238), ('Fighting', 0.15716514), ('Arrest', 0.15410309), ('Assault', 0.1528844), ('Normal_Videos_', 0.13742724), ('Abuse', 0.11885914)]
Normal_Videos_310_x264: [('Shooting', 0.26834098), ('RoadAccidents', 0.20875457), ('Normal_Videos_', 0.19797908), ('Fighting', 0.18430285), ('Explosion', 0.16667143), ('Assault', 0.14874414), ('Arson', 0.14179578), ('Shoplifting', 0.1367774), ('Stealing', 0.12957957), ('Vandalism', 0.124399155), ('Arrest', 0.12396048), ('Burglary', 0.11606422), ('Abuse', 0.09774646), ('Robbery', 0.047877703)]
Normal_Videos_885_x264: [('RoadAccidents', 0.1552257), ('Normal_Videos_', 0.14204828), ('Shoplifting', 0.13629213), ('Burglary', 0.108602196), ('Explosion', 0.09714565), ('Shooting', 0.083738506), ('Vandalism', 0.079163134), ('Assault', 0.055885963), ('Arson', 0.055362202), ('Stealing', 0.048846334), ('Fighting', 0.044979587), ('Abuse', 0.042665195), ('Robbery', 0.039792076), ('Arrest', 0.020366035)]
Normal_Videos_914_x264: [('RoadAccidents', 0.43081373), ('Normal_Videos_', 0.21012798), ('Burglary', 0.15779468), ('Shoplifting', 0.13123871), ('Arson', 0.13096285), ('Arrest', 0.12327987), ('Assault', 0.103277), ('Vandalism', 0.101732254), ('Explosion', 0.0942681), ('Stealing', 0.089556344), ('Fighting', 0.07250219), ('Shooting', 0.06894329), ('Robbery', 0.06500759), ('Abuse', 0.04755875)]
Normal_Videos_801_x264: [('RoadAccidents', 0.2704968), ('Shoplifting', 0.27013907), ('Burglary', 0.19462466), ('Normal_Videos_', 0.16938667), ('Robbery', 0.15886691), ('Shooting', 0.1489816), ('Arrest', 0.14639027), ('Stealing', 0.14604986), ('Explosion', 0.14003228), ('Vandalism', 0.13460308), ('Arson', 0.10721202), ('Fighting', 0.10421922), ('Assault', 0.09208665), ('Abuse', 0.087155335)]
